Verb,conjugation,subject,option,verb_translation,subject_translation,option_translation,verb_base,subject_base,option_base
abreger, abr, 3-pl-f, indicatif-present, abridge, they (f), indicatif present,abreger,,
abreger, abr, 3-sg-m, participe-passe, abridge, he, participe passe,abreger,,
abreger, abr, 3-pl-m, participe-passe, abridge, they (m), participe passe,abreger,,
abreger, abr, 3-sg-f, participe-passe, abridge, she, participe passe,abreger,,
abreger, abr, 3-pl-f, participe-passe, abridge, they (f), participe passe,abreger,,
abreger, abr, 1-sg, subjonctif-imparfait, abridge, i, subjonctif imparfait,abreger,,
abreger, abr, 2-sg, subjonctif-imparfait, abridge, you, subjonctif imparfait,abreger,,
abreger, abr, 3-sg-m, subjonctif-imparfait, abridge, he, subjonctif imparfait,abreger,,
abreger, abr, 3-sg-f, subjonctif-imparfait, abridge, she, subjonctif imparfait,abreger,,
abreger, abr, 3-sg-n, subjonctif-imparfait, abridge, it, subjonctif imparfait,abreger,,
abreger, abr, 1-pl, subjonctif-imparfait, abridge, we, subjonctif imparfait,abreger,,
abreger, abr, 2-pl, subjonctif-imparfait, abridge, you all, subjonctif imparfait,abreger,,
abreger, abr, 3-pl-m, subjonctif-imparfait, abridge, they (m), subjonctif imparfait,abreger,,
abreger, abr, 3-pl-f, subjonctif-imparfait, abridge, they (f), subjonctif imparfait,abreger,,
abreger, abr, 1-sg, subjonctif-present, abridge, i, subjonctif present,abreger,,
abreger, abr, 2-sg, subjonctif-present, abridge, you, subjonctif present,abreger,,
abreger, abr, 3-sg-m, subjonctif-present, abridge, he, subjonctif present,abreger,,
abreger, abr, 3-sg-f, subjonctif-present, abridge, she, subjonctif present,abreger,,
abreger, abr, 3-sg-n, subjonctif-present, abridge, it, subjonctif present,abreger,,
abreger, abr, 1-pl, subjonctif-present, abridge, we, subjonctif present,abreger,,
abreger, abr, 2-pl, subjonctif-present, abridge, you all, subjonctif present,abreger,,
abreger, abr, 3-pl-m, subjonctif-present, abridge, they (m), subjonctif present,abreger,,
abreger, abr, 3-pl-f, subjonctif-present, abridge, they (f), subjonctif present,abreger,,
absoudre, abso, 1-sg, conditionnel-present, absolve, i, conditionnel present,absoudre,,
absoudre, abso, 2-sg, conditionnel-present, absolve, you, conditionnel present,absoudre,,
absoudre, abso, 3-sg-m, conditionnel-present, absolve, he, conditionnel present,absoudre,,
absoudre, abso, 3-sg-f, conditionnel-present, absolve, she, conditionnel present,absoudre,,
absoudre, abso, 3-sg-n, conditionnel-present, absolve, it, conditionnel present,absoudre,,
absoudre, abso, 1-pl, conditionnel-present, absolve, we, conditionnel present,absoudre,,
absoudre, abso, 2-pl, conditionnel-present, absolve, you all, conditionnel present,absoudre,,
absoudre, abso, 3-pl-m, conditionnel-present, absolve, they (m), conditionnel present,absoudre,,
absoudre, abso, 3-pl-f, conditionnel-present, absolve, they (f), conditionnel present,absoudre,,
absoudre, abso, 1-sg, imperatif-present, absolve, i, imperatif present,absoudre,,
absoudre, abso, 2-sg, imperatif-present, absolve, you, imperatif present,absoudre,,
absoudre, abso, 3-sg-m, imperatif-present, absolve, he, imperatif present,absoudre,,
absoudre, abso, 3-sg-f, imperatif-present, absolve, she, imperatif present,absoudre,,
absoudre, abso, 3-sg-n, imperatif-present, absolve, it, imperatif present,absoudre,,
absoudre, abso, 1-sg, indicatif-futur, absolve, i, indicatif futur,absoudre,,
absoudre, abso, 2-sg, indicatif-futur, absolve, you, indicatif futur,absoudre,,
absoudre, abso, 3-sg-m, indicatif-futur, absolve, he, indicatif futur,absoudre,,
absoudre, abso, 3-sg-f, indicatif-futur, absolve, she, indicatif futur,absoudre,,
absoudre, abso, 3-sg-n, indicatif-futur, absolve, it, indicatif futur,absoudre,,
absoudre, abso, 1-pl, indicatif-futur, absolve, we, indicatif futur,absoudre,,
absoudre, abso, 2-pl, indicatif-futur, absolve, you all, indicatif futur,absoudre,,
absoudre, abso, 3-pl-m, indicatif-futur, absolve, they (m), indicatif futur,absoudre,,
absoudre, abso, 3-pl-f, indicatif-futur, absolve, they (f), indicatif futur,absoudre,,
absoudre, abso, 1-sg, indicatif-imparfait, absolve, i, indicatif imparfait,absoudre,,
absoudre, abso, 2-sg, indicatif-imparfait, absolve, you, indicatif imparfait,absoudre,,
absoudre, abso, 3-sg-m, indicatif-imparfait, absolve, he, indicatif imparfait,absoudre,,
absoudre, abso, 3-sg-f, indicatif-imparfait, absolve, she, indicatif imparfait,absoudre,,
absoudre, abso, 3-sg-n, indicatif-imparfait, absolve, it, indicatif imparfait,absoudre,,
absoudre, abso, 1-pl, indicatif-imparfait, absolve, we, indicatif imparfait,absoudre,,
absoudre, abso, 2-pl, indicatif-imparfait, absolve, you all, indicatif imparfait,absoudre,,
absoudre, abso, 3-pl-m, indicatif-imparfait, absolve, they (m), indicatif imparfait,absoudre,,
absoudre, abso, 3-pl-f, indicatif-imparfait, absolve, they (f), indicatif imparfait,absoudre,,
absoudre, abso, 1-sg, indicatif-passe-simple, absolve, i, indicatif passe simple,absoudre,,
absoudre, abso, 2-sg, indicatif-passe-simple, absolve, you, indicatif passe simple,absoudre,,
absoudre, abso, 3-sg-m, indicatif-passe-simple, absolve, he, indicatif passe simple,absoudre,,
absoudre, abso, 3-sg-f, indicatif-passe-simple, absolve, she, indicatif passe simple,absoudre,,
absoudre, abso, 3-sg-n, indicatif-passe-simple, absolve, it, indicatif passe simple,absoudre,,
absoudre, abso, 1-pl, indicatif-passe-simple, absolve, we, indicatif passe simple,absoudre,,
absoudre, abso, 2-pl, indicatif-passe-simple, absolve, you all, indicatif passe simple,absoudre,,
absoudre, abso, 3-pl-m, indicatif-passe-simple, absolve, they (m), indicatif passe simple,absoudre,,
absoudre, abso, 3-pl-f, indicatif-passe-simple, absolve, they (f), indicatif passe simple,absoudre,,
absoudre, abso, 1-sg, indicatif-present, absolve, i, indicatif present,absoudre,,
absoudre, abso, 2-sg, indicatif-present, absolve, you, indicatif present,absoudre,,
absoudre, abso, 3-sg-m, indicatif-present, absolve, he, indicatif present,absoudre,,
absoudre, abso, 3-sg-f, indicatif-present, absolve, she, indicatif present,absoudre,,
absoudre, abso, 3-sg-n, indicatif-present, absolve, it, indicatif present,absoudre,,
absoudre, abso, 1-pl, indicatif-present, absolve, we, indicatif present,absoudre,,
absoudre, abso, 2-pl, indicatif-present, absolve, you all, indicatif present,absoudre,,
absoudre, abso, 3-pl-m, indicatif-present, absolve, they (m), indicatif present,absoudre,,
absoudre, abso, 3-pl-f, indicatif-present, absolve, they (f), indicatif present,absoudre,,
absoudre, abso, 3-sg-m, participe-passe, absolve, he, participe passe,absoudre,,
absoudre, abso, 3-pl-m, participe-passe, absolve, they (m), participe passe,absoudre,,
absoudre, abso, 3-sg-f, participe-passe, absolve, she, participe passe,absoudre,,
absoudre, abso, 3-pl-f, participe-passe, absolve, they (f), participe passe,absoudre,,
absoudre, abso, 1-sg, subjonctif-imparfait, absolve, i, subjonctif imparfait,absoudre,,
absoudre, abso, 2-sg, subjonctif-imparfait, absolve, you, subjonctif imparfait,absoudre,,
absoudre, abso, 3-sg-m, subjonctif-imparfait, absolve, he, subjonctif imparfait,absoudre,,
absoudre, abso, 3-sg-f, subjonctif-imparfait, absolve, she, subjonctif imparfait,absoudre,,
absoudre, abso, 3-sg-n, subjonctif-imparfait, absolve, it, subjonctif imparfait,absoudre,,
absoudre, abso, 1-pl, subjonctif-imparfait, absolve, we, subjonctif imparfait,absoudre,,
absoudre, abso, 2-pl, subjonctif-imparfait, absolve, you all, subjonctif imparfait,absoudre,,
absoudre, abso, 3-pl-m, subjonctif-imparfait, absolve, they (m), subjonctif imparfait,absoudre,,
absoudre, abso, 3-pl-f, subjonctif-imparfait, absolve, they (f), subjonctif imparfait,absoudre,,
absoudre, abso, 1-sg, subjonctif-present, absolve, i, subjonctif present,absoudre,,
absoudre, abso, 2-sg, subjonctif-present, absolve, you, subjonctif present,absoudre,,
absoudre, abso, 3-sg-m, subjonctif-present, absolve, he, subjonctif present,absoudre,,
absoudre, abso, 3-sg-f, subjonctif-present, absolve, she, subjonctif present,absoudre,,
absoudre, abso, 3-sg-n, subjonctif-present, absolve, it, subjonctif present,absoudre,,
absoudre, abso, 1-pl, subjonctif-present, absolve, we, subjonctif present,absoudre,,
absoudre, abso, 2-pl, subjonctif-present, absolve, you all, subjonctif present,absoudre,,
absoudre, abso, 3-pl-m, subjonctif-present, absolve, they (m), subjonctif present,absoudre,,
absoudre, abso, 3-pl-f, subjonctif-present, absolve, they (f), subjonctif present,absoudre,,
accroitre, accr, 1-sg, conditionnel-present, increase, i, conditionnel present,accroitre,,
accroitre, accr, 2-sg, conditionnel-present, increase, you, conditionnel present,accroitre,,
accroitre, accr, 3-sg-m, conditionnel-present, increase, he, conditionnel present,accroitre,,
accroitre, accr, 3-sg-f, conditionnel-present, increase, she, conditionnel present,accroitre,,
accroitre, accr, 3-sg-n, conditionnel-present, increase, it, conditionnel present,accroitre,,
accroitre, accr, 1-pl, conditionnel-present, increase, we, conditionnel present,accroitre,,
accroitre, accr, 2-pl, conditionnel-present, increase, you all, conditionnel present,accroitre,,
accroitre, accr, 3-pl-m, conditionnel-present, increase, they (m), conditionnel present,accroitre,,
accroitre, accr, 3-pl-f, conditionnel-present, increase, they (f), conditionnel present,accroitre,,
accroitre, accr, 1-sg, imperatif-present, increase, i, imperatif present,accroitre,,
accroitre, accr, 2-sg, imperatif-present, increase, you, imperatif present,accroitre,,
accroitre, accr, 3-sg-m, imperatif-present, increase, he, imperatif present,accroitre,,
accroitre, accr, 3-sg-f, imperatif-present, increase, she, imperatif present,accroitre,,
accroitre, accr, 3-sg-n, imperatif-present, increase, it, imperatif present,accroitre,,
accroitre, accr, 1-sg, indicatif-futur, increase, i, indicatif futur,accroitre,,
accroitre, accr, 2-sg, indicatif-futur, increase, you, indicatif futur,accroitre,,
accroitre, accr, 3-sg-m, indicatif-futur, increase, he, indicatif futur,accroitre,,
accroitre, accr, 3-sg-f, indicatif-futur, increase, she, indicatif futur,accroitre,,
accroitre, accr, 3-sg-n, indicatif-futur, increase, it, indicatif futur,accroitre,,
accroitre, accr, 1-pl, indicatif-futur, increase, we, indicatif futur,accroitre,,
accroitre, accr, 2-pl, indicatif-futur, increase, you all, indicatif futur,accroitre,,
accroitre, accr, 3-pl-m, indicatif-futur, increase, they (m), indicatif futur,accroitre,,
accroitre, accr, 3-pl-f, indicatif-futur, increase, they (f), indicatif futur,accroitre,,
accroitre, accr, 1-sg, indicatif-imparfait, increase, i, indicatif imparfait,accroitre,,
accroitre, accr, 2-sg, indicatif-imparfait, increase, you, indicatif imparfait,accroitre,,
accroitre, accr, 3-sg-m, indicatif-imparfait, increase, he, indicatif imparfait,accroitre,,
accroitre, accr, 3-sg-f, indicatif-imparfait, increase, she, indicatif imparfait,accroitre,,
accroitre, accr, 3-sg-n, indicatif-imparfait, increase, it, indicatif imparfait,accroitre,,
accroitre, accr, 1-pl, indicatif-imparfait, increase, we, indicatif imparfait,accroitre,,
accroitre, accr, 2-pl, indicatif-imparfait, increase, you all, indicatif imparfait,accroitre,,
accroitre, accr, 3-pl-m, indicatif-imparfait, increase, they (m), indicatif imparfait,accroitre,,
accroitre, accr, 3-pl-f, indicatif-imparfait, increase, they (f), indicatif imparfait,accroitre,,
accroitre, accr, 1-sg, indicatif-passe-simple, increase, i, indicatif passe simple,accroitre,,
accroitre, accr, 2-sg, indicatif-passe-simple, increase, you, indicatif passe simple,accroitre,,
accroitre, accr, 3-sg-m, indicatif-passe-simple, increase, he, indicatif passe simple,accroitre,,
accroitre, accr, 3-sg-f, indicatif-passe-simple, increase, she, indicatif passe simple,accroitre,,
accroitre, accr, 3-sg-n, indicatif-passe-simple, increase, it, indicatif passe simple,accroitre,,
accroitre, accr, 1-pl, indicatif-passe-simple, increase, we, indicatif passe simple,accroitre,,
accroitre, accr, 2-pl, indicatif-passe-simple, increase, you all, indicatif passe simple,accroitre,,
accroitre, accr, 3-pl-m, indicatif-passe-simple, increase, they (m), indicatif passe simple,accroitre,,
accroitre, accr, 3-pl-f, indicatif-passe-simple, increase, they (f), indicatif passe simple,accroitre,,
accroitre, accr, 1-sg, indicatif-present, increase, i, indicatif present,accroitre,,
accroitre, accr, 2-sg, indicatif-present, increase, you, indicatif present,accroitre,,
accroitre, accr, 3-sg-m, indicatif-present, increase, he, indicatif present,accroitre,,
accroitre, accr, 3-sg-f, indicatif-present, increase, she, indicatif present,accroitre,,
accroitre, accr, 3-sg-n, indicatif-present, increase, it, indicatif present,accroitre,,
accroitre, accr, 1-pl, indicatif-present, increase, we, indicatif present,accroitre,,
accroitre, accr, 2-pl, indicatif-present, increase, you all, indicatif present,accroitre,,
accroitre, accr, 3-pl-m, indicatif-present, increase, they (m), indicatif present,accroitre,,
accroitre, accr, 3-pl-f, indicatif-present, increase, they (f), indicatif present,accroitre,,
accroitre, accr, 3-sg-m, participe-passe, increase, he, participe passe,accroitre,,
accroitre, accr, 3-pl-m, participe-passe, increase, they (m), participe passe,accroitre,,
accroitre, accr, 3-sg-f, participe-passe, increase, she, participe passe,accroitre,,
accroitre, accr, 3-pl-f, participe-passe, increase, they (f), participe passe,accroitre,,
accroitre, accr, 1-sg, subjonctif-imparfait, increase, i, subjonctif imparfait,accroitre,,
accroitre, accr, 2-sg, subjonctif-imparfait, increase, you, subjonctif imparfait,accroitre,,
accroitre, accr, 3-sg-m, subjonctif-imparfait, increase, he, subjonctif imparfait,accroitre,,
accroitre, accr, 3-sg-f, subjonctif-imparfait, increase, she, subjonctif imparfait,accroitre,,
accroitre, accr, 3-sg-n, subjonctif-imparfait, increase, it, subjonctif imparfait,accroitre,,
accroitre, accr, 1-pl, subjonctif-imparfait, increase, we, subjonctif imparfait,accroitre,,
accroitre, accr, 2-pl, subjonctif-imparfait, increase, you all, subjonctif imparfait,accroitre,,
accroitre, accr, 3-pl-m, subjonctif-imparfait, increase, they (m), subjonctif imparfait,accroitre,,
accroitre, accr, 3-pl-f, subjonctif-imparfait, increase, they (f), subjonctif imparfait,accroitre,,
accroitre, accr, 1-sg, subjonctif-present, increase, i, subjonctif present,accroitre,,
accroitre, accr, 2-sg, subjonctif-present, increase, you, subjonctif present,accroitre,,
accroitre, accr, 3-sg-m, subjonctif-present, increase, he, subjonctif present,accroitre,,
accroitre, accr, 3-sg-f, subjonctif-present, increase, she, subjonctif present,accroitre,,
accroitre, accr, 3-sg-n, subjonctif-present, increase, it, subjonctif present,accroitre,,
accroitre, accr, 1-pl, subjonctif-present, increase, we, subjonctif present,accroitre,,
accroitre, accr, 2-pl, subjonctif-present, increase, you all, subjonctif present,accroitre,,
accroitre, accr, 3-pl-m, subjonctif-present, increase, they (m), subjonctif present,accroitre,,
accroitre, accr, 3-pl-f, subjonctif-present, increase, they (f), subjonctif present,accroitre,,
acheter, ach, 1-sg, conditionnel-present, buy, i, conditionnel present,acheter,,
acheter, ach, 2-sg, conditionnel-present, buy, you, conditionnel present,acheter,,
acheter, ach, 3-sg-m, conditionnel-present, buy, he, conditionnel present,acheter,,
acheter, ach, 3-sg-f, conditionnel-present, buy, she, conditionnel present,acheter,,
acheter, ach, 3-sg-n, conditionnel-present, buy, it, conditionnel present,acheter,,
acheter, ach, 1-pl, conditionnel-present, buy, we, conditionnel present,acheter,,
acheter, ach, 2-pl, conditionnel-present, buy, you all, conditionnel present,acheter,,
acheter, ach, 3-pl-m, conditionnel-present, buy, they (m), conditionnel present,acheter,,
acheter, ach, 3-pl-f, conditionnel-present, buy, they (f), conditionnel present,acheter,,
acheter, ach, 1-sg, imperatif-present, buy, i, imperatif present,acheter,,
acheter, ach, 2-sg, imperatif-present, buy, you, imperatif present,acheter,,
acheter, ach, 3-sg-m, imperatif-present, buy, he, imperatif present,acheter,,
acheter, ach, 3-sg-f, imperatif-present, buy, she, imperatif present,acheter,,
acheter, ach, 3-sg-n, imperatif-present, buy, it, imperatif present,acheter,,
acheter, ach, 1-sg, indicatif-futur, buy, i, indicatif futur,acheter,,
acheter, ach, 2-sg, indicatif-futur, buy, you, indicatif futur,acheter,,
acheter, ach, 3-sg-m, indicatif-futur, buy, he, indicatif futur,acheter,,
acheter, ach, 3-sg-f, indicatif-futur, buy, she, indicatif futur,acheter,,
acheter, ach, 3-sg-n, indicatif-futur, buy, it, indicatif futur,acheter,,
acheter, ach, 1-pl, indicatif-futur, buy, we, indicatif futur,acheter,,
acheter, ach, 2-pl, indicatif-futur, buy, you all, indicatif futur,acheter,,
acheter, ach, 3-pl-m, indicatif-futur, buy, they (m), indicatif futur,acheter,,
acheter, ach, 3-pl-f, indicatif-futur, buy, they (f), indicatif futur,acheter,,
acheter, ach, 1-sg, indicatif-imparfait, buy, i, indicatif imparfait,acheter,,
